"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","COUNT","BC_1.r","BC_2.r","BC_3.r","BC_4.r","BC_5.r","TROPHIC_1.r","TROPHIC_2.r","TROPHIC_3.r","TROPHIC_4.r","TROPHIC_5.r","TROPHIC_6.r","TROPHIC_7.r","SAP_1.r","SAP_2.r","SAP_3.r","SAP_4.r","SAP_5.r","PT_1.r","PT_2.r","PT_3.r","PT_4.r","PT_5.r","O_1.r","O_2.r","O_3.r","O_4.r","O_5.r","SALINITY_1.r","SALINITY_2.r","SALINITY_3.r","SALINITY_4.r","Bahls_1.r","Bahls_2.r","Bahls_3.r","LOW_P.r","HIGH_P.r","LOW_N.r","HIGH_N.r","BENTHIC_HABIT.r","SESTONIC_HABIT.r","N_FIXER.r","NON_N_FIXER.r","NON_MOTILE.r","WEAKLY_MOTILE.r","SLIGHTLY_MOTILE.r","MODERATELY_MOTILE.r","HIGHLY_MOTILE.r","VERY_SMALL.r","SMALL.r","MEDIUM.r","BIG.r","VERY_BIG.r","ACHNANTHIDIUM.r","ACHNANTHIDIAE.r","BACILLARIACEAE.r","NAVICULA.r","STALKED.r","ADNATE.r","HIGHLY_MOTILE.1.r","ARAPHID.r","CENTRIC.r"
"391_0","MRC0119","MRC0119_2010_8_3",391,0,1,1,7,9,10,3,3,0,3,3,9,1,5,5,9,6,4,0,3,3,0,2,4,9,4,6,2,0,2,24,0,0,5,5,7,5,3,7,10,30,0,0,30,2,1,8,12,7,6,16,4,2,0,1,3,5,3,6,3,14,2,0
"392_0","MRC0118","MRC0118_2010_8_4",392,0,1,3,9,6,10,7,2,0,2,2,11,2,6,3,11,5,5,1,5,2,0,5,1,7,5,6,4,0,3,25,1,1,8,5,10,6,7,7,12,37,1,0,38,5,2,9,14,8,8,16,8,1,0,1,2,7,5,6,3,15,5,0
"393_0","WB0348","WB0348_2010_8_9",393,0,1,0,6,9,21,10,2,1,2,3,22,3,3,2,14,11,6,2,4,4,0,8,2,7,8,8,7,0,2,27,6,2,8,9,13,5,18,5,24,47,1,0,48,2,3,10,19,14,9,20,11,3,0,2,3,13,11,6,5,30,1,1
"393_1","WB0348","WB0348_2010_8_9_Rep",393,1,1,1,5,8,17,10,1,0,1,3,20,3,4,0,15,7,7,2,5,2,0,8,2,5,8,6,7,0,2,25,5,1,8,10,10,6,17,6,21,42,0,0,42,2,3,10,17,10,10,17,9,2,0,2,3,8,11,6,4,25,2,0
"394_0","WB0347","WB0347_2010_8_9",394,0,1,1,7,12,15,7,1,0,1,4,17,2,5,0,17,8,6,1,4,3,0,10,3,4,10,8,5,0,1,28,4,0,6,10,10,6,11,7,19,40,2,0,42,5,3,10,15,9,10,17,7,5,0,2,3,7,7,5,5,20,3,2
"395_0","WB0345","WB0345_2010_8_10",395,0,1,1,3,9,16,9,0,0,1,1,20,2,5,0,12,10,7,1,5,5,0,7,2,5,6,10,6,0,1,27,4,0,6,10,10,4,12,5,19,37,2,0,39,5,3,7,13,11,9,15,7,4,0,1,3,9,8,4,4,21,3,2
"396_0","WB0346","WB0346_2010_8_10",396,0,1,1,5,15,18,6,0,0,2,3,20,2,7,1,18,10,6,1,4,3,0,9,3,9,10,9,5,0,2,30,4,0,6,9,13,6,13,6,21,43,2,0,45,6,3,10,16,10,9,19,8,4,0,1,3,9,7,7,5,23,4,2
"397_0","MRC0117","MRC0117_2010_8_12",397,0,1,18,11,17,11,4,7,5,5,6,11,1,11,11,17,11,3,1,3,5,0,3,2,21,5,11,3,0,11,33,3,0,3,11,14,14,6,16,8,58,6,2,62,19,3,19,16,8,21,20,10,4,0,4,12,7,7,3,10,23,16,3
"398_0","WB0335","WB0335_2010_8_17",398,0,1,1,8,9,15,5,1,0,3,3,14,2,4,2,13,9,3,1,3,3,1,7,2,5,9,10,1,0,2,27,2,0,5,7,8,5,8,6,14,39,1,0,40,2,2,13,13,10,8,16,7,4,0,3,7,8,6,3,9,18,1,1
"399_0","WB0336","WB0336_2010_8_18",399,0,1,1,5,7,14,8,2,0,2,3,17,3,4,2,12,8,6,2,4,1,1,8,2,6,6,5,5,1,2,24,4,2,7,6,9,6,13,6,19,37,1,0,38,3,3,9,14,9,8,16,7,2,0,1,2,8,6,5,4,19,2,1
"400_0","WB0350","WB0350_2010_8_25",400,0,1,0,2,4,5,1,0,0,1,1,2,1,4,0,6,2,0,1,1,0,0,4,1,3,3,1,0,0,1,9,0,0,1,2,7,3,1,4,5,12,0,0,12,0,1,4,5,2,3,6,2,1,0,2,2,2,3,1,2,8,0,0
"401_0","WB0334","WB0334_2010_8_26",401,0,1,6,7,17,23,14,1,3,3,6,27,1,6,7,18,17,5,1,4,5,4,5,5,13,9,15,4,0,4,34,15,1,7,18,9,6,19,9,22,68,2,3,67,7,2,11,30,20,12,22,18,4,2,3,7,15,13,6,8,43,7,0
"402_0","MRW0179","MRW0179_2010_8_30",402,0,1,3,12,11,14,6,1,1,4,3,17,3,3,3,13,10,4,2,5,4,1,8,2,7,6,8,4,1,3,24,4,0,6,10,12,13,13,14,18,45,1,0,46,6,2,14,17,7,15,19,8,2,0,6,7,6,6,7,9,16,6,0
"403_0","MRW0175","MRW0175_2010_8_31",403,0,1,4,10,11,17,9,2,1,3,4,19,3,5,4,14,11,6,2,5,4,1,5,2,10,7,8,5,1,5,33,2,0,8,8,12,10,13,11,20,51,2,0,54,7,2,11,24,10,13,21,12,3,0,3,7,7,11,9,6,24,7,0
"404_0","MRW0176","MRW0176_2010_9_1",404,0,1,2,8,8,11,7,1,1,1,3,12,3,7,1,13,8,5,2,4,4,0,5,2,5,8,7,4,1,3,25,3,0,6,8,8,4,11,7,15,35,1,0,36,5,2,7,13,9,8,18,7,2,0,1,3,8,5,4,4,18,5,0
"405_0","MRW0177","MRW0177_2010_9_2",405,0,1,2,5,7,8,9,1,0,3,2,13,3,3,3,9,6,5,2,5,4,0,5,2,6,5,6,4,1,3,20,4,0,7,4,7,5,12,7,15,30,1,0,31,3,2,8,11,7,7,16,5,1,0,1,3,6,5,6,4,13,3,0
"405_1","MRW0177","MRW0177_2010_9_2_Rep",405,1,1,3,4,6,10,7,2,0,3,2,12,2,4,3,12,6,4,1,3,4,0,5,2,6,5,6,3,0,4,21,3,0,6,5,9,5,10,6,15,29,1,0,30,3,3,8,7,9,7,14,5,1,0,1,3,7,6,4,4,15,3,0
"406_0","WB0349","WB0349_2010_9_13",406,0,1,3,7,15,10,5,1,1,2,5,13,2,7,3,17,8,2,1,2,3,0,5,3,10,7,8,1,0,4,27,3,0,4,8,14,9,10,11,15,39,1,0,40,8,2,8,12,10,9,16,8,2,0,2,4,9,5,7,5,16,8,0
"407_0","WB0342","WB0342_2010_9_14",407,0,1,4,3,6,10,7,1,0,2,5,9,3,5,2,13,6,3,2,4,3,0,5,2,6,8,6,1,1,3,22,2,0,6,4,9,4,7,5,12,29,1,0,30,4,0,12,6,8,9,12,5,1,0,2,6,8,4,2,6,13,4,0
"408_0","MRW0178","MRW0178_2010_9_15",408,0,1,3,5,9,9,4,2,0,3,4,8,1,4,5,11,4,2,0,2,2,0,5,1,9,4,4,1,0,5,18,2,0,4,3,11,6,7,8,10,28,2,0,30,6,2,7,9,6,8,14,5,0,0,1,2,5,4,5,3,11,5,1
"409_0","MRC0121","MRC0121_2010_9_21",409,0,1,7,6,14,10,2,3,2,2,6,7,0,7,5,16,4,3,0,2,2,0,4,2,12,6,4,2,0,4,24,2,0,2,4,14,6,6,11,11,40,4,0,43,10,4,9,14,7,11,15,9,1,0,3,8,7,4,7,9,13,8,2
"410_0","MRC0120","MRC0120_2010_9_22",410,0,1,4,10,8,12,2,2,1,2,5,10,1,5,2,15,6,0,1,1,3,1,5,2,9,6,5,0,0,2,25,1,0,2,7,13,9,4,12,10,34,2,0,36,7,2,6,16,5,8,16,6,4,1,2,3,5,5,7,4,14,6,1
"411_0","WB0337","WB0337_2010_9_28",411,0,1,1,2,3,3,0,0,0,2,0,3,0,3,1,2,2,1,0,0,1,0,2,0,2,1,3,0,0,0,7,0,0,0,1,2,0,1,2,4,9,0,0,9,0,1,4,4,0,2,4,2,1,0,1,3,0,1,1,4,1,0,0
"412_0","WB0343","WB0343_2010_9_29",412,0,1,6,9,16,23,7,3,2,4,4,25,2,5,4,22,13,7,1,4,4,1,9,6,10,13,13,6,0,6,35,7,1,7,14,14,6,17,8,24,62,1,2,61,5,4,10,23,21,11,25,14,3,1,1,3,18,12,6,5,41,4,1
"413_0","WB0344","WB0344_2010_10_6",413,0,1,1,4,8,19,7,1,1,0,3,20,2,4,1,15,9,5,2,4,4,1,8,3,5,9,7,5,1,1,25,6,1,5,8,12,3,13,3,20,37,2,0,39,4,2,8,12,13,5,16,8,4,1,1,2,11,7,6,4,22,2,2
"414_0","WB0340","WB0340_2010_10_11",414,0,1,1,8,9,20,9,1,1,2,5,17,3,5,2,16,10,5,2,5,2,2,8,4,9,10,9,3,0,2,30,5,1,6,11,14,7,13,7,21,47,0,0,47,4,3,13,15,12,10,18,9,3,1,3,4,12,6,7,6,24,4,0
"414_1","WB0340","WB0340_2010_10_11_Rep",414,1,1,2,5,7,15,9,2,1,0,3,16,2,5,2,13,8,5,1,4,3,0,6,4,6,7,9,2,1,3,25,3,0,5,8,10,5,8,4,16,36,2,0,38,5,1,9,13,10,6,17,8,3,2,2,3,8,9,5,5,21,3,2
"415_0","WB0341","WB0341_2010_10_12",415,0,1,1,5,10,18,6,1,0,0,5,15,1,5,1,15,9,3,1,4,2,1,7,4,7,7,8,3,0,1,27,2,0,4,9,11,6,9,7,15,39,1,0,40,6,1,7,18,8,8,15,10,4,1,2,2,8,8,6,4,21,5,1
"416_0","WB0351","WB0351_2010_10_20",416,0,1,1,3,7,15,9,0,0,1,2,18,1,4,2,12,7,4,1,3,2,0,7,2,6,6,6,3,1,1,20,6,0,5,5,9,3,15,4,21,34,1,0,35,2,2,8,14,9,7,16,8,3,0,3,3,7,9,6,5,19,1,1
"417_0","WB0338","WB0338_2010_10_26",417,0,1,6,9,12,19,8,1,1,2,8,20,2,8,7,21,11,7,1,6,2,2,9,5,11,13,12,4,0,2,40,5,1,6,11,14,8,16,13,22,56,0,1,55,8,4,11,22,11,14,21,11,2,0,2,5,12,11,5,7,30,8,0
"418_0","WB0339","WB0339_2010_10_27",418,0,1,5,6,10,18,9,1,2,0,6,22,1,5,4,19,12,4,1,3,5,1,9,4,7,13,8,5,1,2,32,7,2,5,11,11,7,18,8,21,53,1,3,51,6,2,9,16,21,8,17,12,3,0,1,1,21,12,2,3,39,5,1
"419_0","NGP0226","NGP0226_2011_6_6",419,0,1,2,5,4,10,6,0,0,1,4,12,3,3,2,10,7,1,1,2,3,2,6,0,4,6,5,1,0,0,20,4,0,2,7,7,3,9,5,13,28,1,1,28,5,1,5,9,9,5,15,2,2,0,1,1,9,4,5,3,16,4,1
"420_0","NGP0217","NGP0217_2011_6_7",420,0,1,2,4,6,18,12,2,1,3,2,18,2,3,4,11,9,5,2,5,3,0,2,2,5,6,11,3,1,1,21,11,2,7,10,4,3,17,4,16,47,2,1,48,7,1,3,21,17,2,20,13,1,1,0,0,14,8,6,1,32,5,2
"421_0","NGP0218","NGP0218_2011_6_8",421,0,1,1,6,6,14,14,2,1,1,2,11,2,7,2,11,8,4,2,5,2,1,4,2,5,7,7,3,0,1,20,6,2,8,9,8,2,12,4,16,45,1,0,46,4,0,6,19,17,8,14,10,2,0,1,1,16,11,4,1,31,3,1
"422_0","NGP0219","NGP0219_2011_6_9",422,0,1,1,6,3,11,10,2,2,0,3,12,4,3,3,8,9,3,2,4,1,2,3,2,3,7,7,3,0,1,15,5,6,8,9,6,2,11,3,11,34,1,0,35,3,0,2,14,16,5,13,8,1,2,0,0,13,9,3,0,26,2,1
"423_0","NGP0220","NGP0220_2011_6_13",423,0,1,1,7,8,14,11,3,1,1,4,16,2,6,3,14,12,4,1,4,3,1,4,3,8,9,8,3,1,4,22,8,1,5,13,8,1,19,2,19,44,2,0,46,2,0,4,18,22,6,17,8,2,0,1,1,18,8,5,1,35,1,1
"424_0","WHP0054","WHP0054_2011_6_14",424,0,1,6,8,16,24,13,2,3,1,9,23,3,8,4,21,15,6,1,5,4,3,6,2,13,13,13,4,1,4,42,7,1,8,15,14,4,21,7,22,68,4,2,70,9,1,15,30,17,14,27,16,3,0,2,5,14,10,7,6,43,5,4
"425_0","NGP0221","NGP0221_2011_6_15",425,0,1,6,5,9,16,13,2,3,3,2,18,4,6,6,16,13,3,2,3,1,5,5,2,9,9,13,1,0,4,26,7,5,6,13,10,5,17,11,15,53,2,4,51,8,0,8,18,21,7,15,12,4,0,1,2,21,8,3,2,39,7,1
"426_0","NGP0223","NGP0223_2011_6_16",426,0,1,3,7,12,15,9,3,1,2,5,17,3,6,5,16,12,4,1,4,2,2,5,6,10,9,9,3,0,2,28,8,1,6,15,7,6,16,7,16,48,1,1,48,6,2,5,20,16,8,18,10,0,0,1,1,15,6,7,2,29,5,1
"427_0","NGP0225","NGP0225_2011_6_21",427,0,1,4,4,11,25,9,1,1,2,3,23,3,7,6,16,16,4,1,4,5,4,3,4,9,7,14,4,1,2,29,11,3,7,14,11,3,22,6,20,54,3,2,55,5,0,4,23,25,8,14,13,4,1,1,1,21,9,6,1,41,2,3
"427_1","NGP0225","NGP0225_2011_6_21_Rep",427,1,1,4,4,11,22,18,1,1,2,3,23,3,5,5,11,19,5,1,4,5,3,3,1,7,6,13,6,1,1,28,13,5,9,18,8,4,23,7,18,58,4,2,60,8,2,5,26,21,7,24,15,1,1,2,2,18,13,2,2,43,5,3
"428_0","NGP0224","NGP0224_2011_6_22",428,0,1,5,8,9,19,11,2,0,4,5,21,3,5,5,15,15,5,1,5,4,4,4,3,8,9,13,4,1,3,28,9,3,9,14,10,3,16,7,19,55,2,4,53,3,0,4,30,20,5,23,12,2,0,1,2,20,8,8,2,39,1,2
"429_0","WB0377","WB0377_2011_6_30",429,0,1,3,4,6,9,6,0,2,0,1,10,1,4,1,6,10,3,1,4,2,2,3,0,4,1,7,6,0,1,12,6,3,8,4,5,4,12,7,10,33,0,2,31,3,1,4,14,11,5,10,7,1,0,1,1,12,6,1,2,24,3,0
"430_0","NGP0228","NGP0228_2011_7_6",430,0,1,1,5,5,9,12,1,1,1,4,9,2,4,3,10,7,2,1,3,1,2,3,1,7,5,3,3,0,1,18,4,3,8,10,4,3,13,4,9,35,1,1,35,0,0,6,15,15,7,12,5,1,0,2,2,14,7,3,2,26,0,0
"431_0","NGP0227","NGP0227_2011_7_6",431,0,1,0,1,7,17,9,0,0,2,3,15,2,3,5,5,13,2,2,2,5,3,2,2,5,7,5,4,1,0,15,10,4,3,13,3,0,14,0,14,35,1,0,36,2,0,1,14,19,3,11,8,1,1,0,0,16,9,0,0,34,1,1
"432_0","NGP0229","NGP0229_2011_7_7",432,0,1,5,0,6,20,9,1,1,2,2,18,1,3,3,9,10,3,1,2,2,3,4,0,5,6,8,4,1,3,15,7,7,6,8,8,4,11,7,10,44,1,3,42,2,1,8,19,15,4,10,14,6,2,1,1,10,13,4,2,36,1,1
"433_0","MRC0122","MRC0122_2011_7_26",433,0,1,2,12,11,21,7,2,1,3,7,17,3,8,4,23,8,5,2,5,3,2,7,3,10,14,9,4,0,3,36,3,2,7,12,15,4,11,9,19,58,1,1,58,10,3,9,23,14,8,24,13,4,0,1,5,10,11,5,7,29,9,1
"434_0","NGP0231","NGP0231_2011_7_27",434,0,1,6,7,11,15,8,0,1,1,6,18,2,3,2,14,9,5,1,3,2,1,7,2,5,9,8,3,1,0,27,7,4,5,12,12,8,14,12,14,50,2,6,46,4,2,10,24,12,10,19,12,5,0,1,5,13,12,2,6,37,3,1
"435_0","NGP0232","NGP0232_2011_7_27",435,0,1,4,7,6,9,7,0,1,2,2,9,1,6,6,6,8,3,1,3,2,2,2,2,9,3,3,4,0,0,22,6,1,5,8,5,8,7,7,8,36,0,0,36,1,1,6,16,12,8,12,5,0,2,2,2,10,7,1,3,26,1,0
"435_1","NGP0232","NGP0232_2011_7_27_Rep",435,1,1,3,7,5,12,7,0,1,3,4,13,1,6,6,9,10,3,1,3,3,2,2,2,8,5,6,4,1,0,25,4,3,4,8,6,9,11,10,11,34,2,0,36,3,0,5,17,11,6,15,8,1,2,2,2,9,4,6,2,25,2,1
"436_0","NGP0233","NGP0233_2011_7_28",436,0,1,1,1,5,8,4,0,0,1,2,10,1,2,2,5,6,2,1,2,2,1,4,0,2,4,3,3,1,0,10,6,1,4,5,6,1,9,1,9,20,1,0,21,1,0,2,7,11,2,8,4,1,0,1,1,10,6,1,1,17,0,1
"437_0","NGP0234","NGP0234_2011_8_1",437,0,1,2,4,8,12,8,1,1,4,0,13,1,2,6,4,10,2,2,2,2,1,3,0,6,0,11,3,1,1,15,9,3,7,6,5,3,14,3,9,37,1,0,38,5,1,4,17,11,3,15,10,0,2,1,1,10,9,3,2,27,4,1
"438_0","NGP0230","NGP0230_2011_8_2",438,0,1,4,7,11,12,4,0,1,5,5,12,2,4,6,11,5,2,2,2,0,1,6,2,9,8,5,1,0,2,27,3,1,3,6,12,11,10,10,11,40,0,1,39,3,2,7,22,6,7,14,13,1,0,2,2,7,6,7,3,22,3,0
"439_0","NGP0236","NGP0236_2011_8_3",439,0,1,1,4,9,19,10,0,1,3,3,21,0,2,2,10,16,2,1,1,5,1,4,1,4,2,16,4,1,1,18,12,4,4,14,6,2,17,3,15,43,2,0,45,8,1,3,15,18,6,16,13,2,2,1,1,12,10,1,2,32,7,1
"440_0","NGP0235","NGP0235_2011_8_3",440,0,1,2,3,4,14,13,0,0,2,2,17,1,3,3,9,8,4,2,3,2,1,6,1,3,4,9,3,1,0,16,8,4,6,6,8,3,14,6,14,39,2,1,40,7,0,6,14,14,3,12,10,3,2,2,3,11,11,3,3,28,6,1
"441_0","WB0376","WB0376_2011_8_4",441,0,1,2,5,7,7,7,0,1,0,2,10,1,2,2,3,8,3,1,3,0,3,2,1,5,2,4,3,1,0,10,6,4,6,4,4,2,7,5,7,29,2,2,29,3,0,4,12,12,6,7,8,1,0,1,1,12,4,1,2,21,2,1
"442_0","NGP0238","NGP0238_2011_9_26",442,0,1,4,4,8,17,13,0,2,2,2,19,2,3,4,11,13,4,2,3,5,1,6,2,4,8,13,4,1,1,19,6,7,7,11,12,4,19,6,15,48,3,4,47,5,1,5,20,20,5,14,16,3,1,1,1,19,12,3,1,40,2,2
"443_0","WB0378","WB0378_2011_9_27",443,0,1,5,8,16,22,10,0,2,1,9,21,1,6,4,19,15,3,1,2,3,6,8,5,14,11,12,3,1,1,36,7,2,3,14,10,6,16,8,20,60,3,2,61,7,2,7,23,24,10,19,16,3,2,1,1,19,9,2,3,45,4,3
"443_1","WB0378","WB0378_2011_9_27_Rep",443,1,1,6,9,16,26,10,0,1,5,9,24,1,5,7,22,12,5,1,5,4,3,8,6,16,11,8,4,1,2,39,7,2,5,15,13,7,18,12,20,71,1,2,70,6,3,12,29,22,14,20,19,4,1,4,4,19,13,4,6,51,5,1
"444_0","NGP0237","NGP0237_2011_9_28",444,0,1,3,11,10,18,15,2,2,0,9,21,1,6,5,14,13,3,1,3,6,2,6,4,9,8,10,5,0,2,29,6,3,6,15,13,7,17,9,17,60,1,2,59,4,1,5,30,21,5,24,16,4,1,2,2,18,15,11,2,41,3,1
"445_0","NGP0253","NGP0253_2011_6_21",445,0,1,2,4,6,11,8,3,0,1,2,11,3,4,2,9,7,4,1,5,2,1,3,1,6,6,4,2,0,2,17,4,1,8,8,5,2,10,3,12,34,1,0,35,3,0,4,12,16,6,14,4,0,1,1,1,15,5,4,1,23,2,1
"446_0","MRE0027","MRE0027_2011_6_22",446,0,1,0,6,9,12,13,2,2,0,3,16,3,5,4,12,9,6,1,5,3,1,6,2,7,6,8,4,1,1,24,8,0,7,11,7,2,16,3,16,39,2,0,41,4,2,7,13,15,7,21,4,0,1,1,2,14,8,4,4,25,2,2
"447_0","MRE0034","MRE0034_2011_7_12",447,0,1,3,8,11,13,9,1,2,2,2,17,3,8,2,12,13,6,1,5,4,1,4,3,8,7,10,3,1,2,31,6,0,8,7,9,4,13,8,16,43,3,1,45,6,2,9,19,10,12,17,9,3,0,1,3,10,8,5,4,24,3,3
"448_0","MRE0028","MRE0028_2011_7_13",448,0,1,1,7,11,20,9,2,1,1,2,22,1,5,4,16,9,6,0,4,5,0,8,3,8,8,10,6,0,4,30,5,1,8,10,12,5,17,4,23,50,0,0,50,0,3,13,20,14,11,19,9,3,0,3,5,11,12,7,7,28,0,0
"449_0","NGP0249","NGP0249_2011_8_10",449,0,1,2,4,7,9,7,1,0,1,3,17,1,2,0,13,7,4,1,4,3,1,5,0,3,5,10,3,1,3,18,5,2,8,5,9,4,12,6,13,30,3,4,29,4,2,5,10,12,4,13,5,3,0,1,1,12,1,5,3,19,3,1
"450_0","NGP0250","NGP0250_2011_8_15",450,0,1,4,4,5,20,13,0,1,1,4,22,1,3,2,11,16,4,1,4,4,4,3,0,3,5,13,5,1,1,24,9,4,7,15,8,2,21,6,20,49,2,4,47,4,0,2,22,23,2,18,15,3,2,0,0,17,6,4,0,41,3,1
"451_0","MRE0030","MRE0030_2011_8_16",451,0,1,1,7,13,17,9,1,1,2,3,16,1,7,0,17,11,4,1,2,3,1,8,6,9,9,9,2,1,2,30,3,1,3,7,13,7,10,7,17,48,2,0,50,5,5,10,18,12,7,18,10,3,0,1,2,13,7,7,5,26,3,2
"451_1","MRE0030","MRE0030_2011_8_16_Rep",451,1,1,3,8,12,18,7,0,1,1,7,20,2,6,1,20,8,5,2,4,3,2,9,7,8,10,9,4,1,1,32,4,2,5,10,11,9,12,9,20,47,2,2,47,6,4,6,19,14,5,19,12,4,0,1,1,13,5,7,4,27,4,2
"452_0","MRE0031","MRE0031_2011_8_16",452,0,1,2,9,11,18,11,0,1,2,3,21,2,8,0,19,9,7,1,5,4,1,8,7,7,11,9,4,1,1,34,5,1,7,7,11,7,14,8,22,50,2,1,51,5,4,10,18,15,8,20,12,3,0,2,3,13,7,7,6,27,3,2
"453_0","NGP0251","NGP0251_2011_8_17",453,0,1,0,3,10,18,12,1,1,1,3,20,1,6,0,15,13,4,1,3,5,1,7,2,2,8,15,2,1,1,22,10,4,6,12,6,2,19,3,21,43,2,0,45,7,1,6,13,18,4,21,7,4,1,0,2,13,8,3,3,30,6,1
"454_0","NGP0252","NGP0252_2011_8_17",454,0,1,3,0,9,18,15,0,0,0,3,19,2,4,1,10,14,6,1,5,7,1,4,1,1,6,14,6,1,0,22,8,7,9,12,5,1,19,2,18,45,3,1,47,5,1,7,16,19,6,17,7,2,3,0,3,16,8,3,3,33,2,3
"455_0","MRC0125","MRC0125_2011_8_29",455,0,1,4,9,14,16,2,2,1,3,6,13,1,9,3,22,6,3,1,2,4,1,8,4,9,12,6,3,0,2,35,2,1,4,9,12,9,5,10,12,49,0,0,49,7,4,13,13,12,11,24,7,2,0,4,7,8,5,4,10,21,7,0
"456_0","MRC0124","MRC0124_2011_8_30",456,0,1,3,7,7,10,2,1,0,4,2,6,0,4,5,8,3,1,0,1,2,0,4,2,8,3,2,1,0,4,19,0,0,1,4,10,9,0,11,6,31,1,0,32,5,0,9,15,3,10,11,5,2,0,4,5,4,7,4,5,14,5,0
"457_0","MRC0126","MRC0126_2011_9_6",457,0,1,1,6,8,10,5,0,1,3,1,11,2,4,2,12,4,3,1,3,2,0,8,2,6,6,4,2,0,1,21,3,0,3,4,9,3,7,5,14,31,0,0,31,2,3,8,12,6,7,17,3,2,0,2,3,5,6,3,6,14,2,0
"458_0","MRC0123","MRC0123_2011_9_7",458,0,1,0,6,4,1,0,0,0,2,0,3,0,2,0,5,1,0,0,0,0,0,4,1,3,1,2,0,0,0,7,0,0,0,0,4,4,2,5,3,12,0,0,12,1,3,3,5,0,4,4,2,1,0,3,3,0,2,1,5,3,1,0
"459_0","NGP0243","NGP0243_2011_9_12",459,0,1,2,9,17,17,6,1,2,3,5,20,1,4,2,23,6,6,1,5,3,0,10,4,8,11,9,4,1,3,34,4,0,7,12,15,8,12,10,17,51,2,3,50,8,4,7,20,14,9,23,9,3,1,1,1,12,9,7,4,30,6,2
"460_0","NGP0244","NGP0244_2011_9_13",460,0,1,3,6,14,27,12,1,1,4,6,25,2,6,4,19,15,5,1,4,3,4,8,6,10,11,13,4,1,0,37,11,2,3,13,11,5,21,5,25,63,3,0,66,8,4,12,19,24,10,22,13,7,2,1,3,20,10,5,6,41,5,3
"461_0","MRE0033","MRE0033_2011_9_19",461,0,1,1,3,12,12,1,2,0,2,5,13,0,3,2,14,6,1,0,1,2,1,5,6,7,7,4,1,0,1,21,2,0,1,5,12,7,5,7,8,29,1,0,30,5,2,10,11,2,4,17,5,3,0,1,2,3,1,10,4,10,4,1
"462_0","MRE0032","MRE0032_2011_9_20",462,0,1,4,11,8,13,5,3,0,1,4,13,2,6,5,18,5,2,1,3,2,0,7,6,9,9,7,1,0,2,30,1,0,5,7,11,5,7,7,11,41,0,0,41,3,2,9,18,9,10,16,8,2,0,1,2,7,5,6,2,22,3,0
"463_0","MRE0029","MRE0029_2011_9_21",463,0,1,2,7,12,16,8,0,1,0,6,17,2,8,1,19,7,6,1,5,3,0,8,6,7,14,8,2,0,0,34,2,0,6,6,10,6,11,7,19,46,0,0,46,3,2,11,18,12,7,19,8,4,0,1,3,11,6,8,5,24,3,0
"463_1","MRE0029","MRE0029_2011_9_21_Rep",463,1,1,2,6,8,17,4,0,1,1,3,14,1,5,1,14,6,3,1,2,3,0,8,4,5,8,7,1,0,0,27,1,0,2,6,8,4,9,5,15,39,0,0,39,3,2,8,18,8,6,19,8,2,1,1,1,6,7,7,3,20,3,0
"464_0","NGP0248","NGP0248_2011_9_26",464,0,1,4,7,15,18,9,0,2,1,10,17,1,7,3,21,12,5,1,3,4,1,8,5,8,12,11,3,1,1,35,7,2,3,13,15,5,15,9,22,53,3,2,54,12,3,7,19,15,7,22,12,6,1,1,3,14,7,8,6,26,10,2
"465_0","MRC0127","MRC0127_2011_9_27",465,0,1,2,9,11,10,1,1,2,1,4,9,0,7,1,15,5,1,0,0,3,0,6,2,6,6,7,0,0,2,23,0,0,1,6,12,6,4,11,10,33,3,0,36,6,3,7,14,6,5,17,8,3,0,1,2,6,3,9,5,12,5,1
"466_0","NGP0240","NGP0240_2011_9_28",466,0,1,4,6,13,18,10,0,0,2,7,23,2,5,0,22,9,4,1,3,5,1,9,7,7,12,11,1,1,1,33,4,1,3,13,13,6,13,8,19,49,3,3,49,9,2,8,19,14,7,19,11,6,1,2,3,13,8,8,5,28,6,3
"467_0","NGP0239","NGP0239_2011_9_29",467,0,1,3,8,13,18,8,2,0,2,7,18,2,7,1,20,9,4,2,3,3,3,9,6,9,9,10,2,1,2,34,3,1,3,11,12,7,10,8,21,49,3,0,52,6,2,12,19,13,7,21,9,5,0,3,6,13,5,9,7,24,4,2
"467_1","NGP0239","NGP0239_2011_9_29_Rep",467,1,1,2,8,14,15,5,2,0,3,5,17,1,6,2,19,6,2,1,2,2,0,9,5,10,7,7,1,1,1,30,3,0,2,8,13,11,7,11,13,44,2,0,46,8,3,11,17,7,10,16,11,3,0,4,4,6,6,8,7,16,6,2
"468_0","NGP0247","NGP0247_2011_10_3",468,0,1,4,14,10,18,4,1,3,3,5,15,1,7,5,14,9,4,1,3,4,0,6,2,8,5,10,2,1,3,30,4,0,4,9,17,6,10,12,16,51,3,1,53,7,4,6,24,13,5,27,11,5,0,1,4,11,8,12,6,23,6,1
"469_0","NGP0245","NGP0245_2011_10_12",469,0,1,5,6,13,16,11,1,1,1,6,19,2,4,3,17,8,4,1,2,2,0,9,3,8,10,6,3,1,2,26,9,1,5,11,8,5,20,6,19,50,3,4,49,8,4,9,18,14,12,15,14,4,1,1,2,14,12,2,4,34,5,3
